community,sbw25.cfu.24h,sbw25.cfu.96h,sbw25.cfu.7d,kt2440.cfu.24h,kt2440.cfu.96h,kt2440.cfu.7d
BCW08,12084.24439,7943.360882,7478.097603,8201.33119,6734.534456,7857.140659
BCW09,890751.4078,62891.6634,26499.14921,111744.0402,10383.9482,8201.33119
BCW10,162950.6147,15471.92674,10000.63605,32538.56954,6950.923083,7339.803806
BCW11,21865.35919,9201.84628,5302.494215,14322.7985,5212.074645,5430.475662
BCW12,36858.10026,14285.28589,6863.826931,13479.52926,8244.317181,7167.064008
BCW13,192162.9416,35252.7846,12878.82675,53416.8809,5648.553772,6821.120166
BCW14,2031876.617,171182.7272,48267.29347,437995.3633,26880.1396,14491.22974
BCW15,180324.0785,13948.63677,5539.076443,52935.3,10809.81467,9743.931799
BCW16,21152.56011,10484.13765,5067.332979,11277.55637,5866.322346,6474.529045
BCW17,82852.38377,14792.27452,18753.76105,28442.2833,6083.793711,9401.962133
BCW18,32599.29066,7170.071389,6863.826931,12972.64146,4774.244306,5953.345899
BCW19,40562.69167,5956.382312,10387.19093,26303.77959,5212.074645,6994.17082
BCW20,154914.1272,19807.22972,10775.70378,37917.04292,6950.923083,4730.382024
BCW21,119207.9046,16843.30779,10129.2668,36778.6437,9102.363163,5604.963325
BCW22,2019741.932,182321.842,49222.85444,437549.7363,32007.17871,6821.120166
BCW23,143057.3405,20160.09926,9616.094081,44722.34145,10383.9482,9059.53394
BCW24,16671.02958,14623.0127,12348.34207,8029.303812,3006.231993,6127.253337
BCW25,100368.1095,12613.20679,10516.48027,15668.27992,8673.730867,6300.979262
BCW26,53231.07314,8099.283359,13814.28309,12465.02342,4334.928884,7684.838533
BW01,3078.896085,3726.622614,2627.109787,4993.336162,6590.133557,6590.133557
BW02,1883.536669,4103.915537,3170.387105,2558.864999,4847.315232,4554.781624
BW03,4056.486921,4872.485151,2273.04561,4554.781624,6878.821474,5721.17706
BW04,4342.161349,4294.367171,5657.886392,4554.781624,10028.56875,8029.303812
BW05,2671.845075,4294.367171,4485.969635,3006.231993,4554.781624,6878.821474
BW06,4630.404923,4678.686857,6256.918129,2782.879752,6878.821474,6300.979262
BW07,3633.082838,3539.86804,4294.367171,4554.781624,6878.821474,3672.804842
BW08,2142.117415,3539.86804,2627.109787,1196.136377,3672.804842,3672.804842
BW09,3633.082838,3170.387105,3914.653454,4774.244306,8602.217309,8315.942193
BW10,5509.427505,4294.367171,2806.655955,3228.974531,3967.581932,6878.821474
BW11,4630.404923,4485.969635,4103.915537,5430.475662,8315.942193,2782.879752
BW12,4056.486921,4103.915537,2449.210834,5866.322346,9173.728739,6590.133557
BW13,4630.404923,4872.485151,7272.551554,6083.793711,2484.035699,5721.17706
BW14,3633.082838,4294.367171,5263.200747,3228.974531,8029.303812,6878.821474
BW15,2405.003393,2449.210834,6056.337933,4774.244306,8029.303812,7167.064008
BW16,2537.949228,4485.969635,3726.622614,1882.150821,5430.475662,3377.153379
BW17,4485.969635,2987.771737,5460.060625,4334.928884,7167.064008,5721.17706
BW18,8726.992748,5460.060625,2987.771737,4554.781624,2782.879752,6590.133557
BW19,29602.27925,4103.915537,5067.332979,10809.81467,6011.335558,2782.879752
BW20,7632.761904,2987.771737,1422.135573,7382.965246,4847.315232,3672.804842
BW21,7478.097603,4872.485151,6256.918129,6083.793711,3377.153379,3672.804842
BW22,25001.88603,7891.47828,5856.653297,20055.15085,7742.28822,6878.821474
BW23,325655.5205,83137.64978,26890.59325,186343.2933,19569.61974,11447.46578
BW24,33543.73148,15984.34235,7684.411542,26056.62638,6300.979262,5430.475662
BWd01,28859.24975,9680.042191,4678.686857,24200.16281,1196.136377,3377.153379
BWd02,7943.360882,1504.695226,3914.653454,9530.253536,3451.152484,8315.942193
BWd03,7016.722931,2537.949228,4294.367171,4554.781624,2334.125101,6011.335558
BWd04,10808.16659,2671.845075,4294.367171,5866.322346,3893.965628,6878.821474
BWd05,12117.21424,4630.404923,6863.826931,5430.475662,3228.974531,4261.554343
BWd06,45140.15385,20513.80708,9148.917406,22545.56939,3451.152484,8315.942193
BWd07,359090.7386,67030.93727,25426.7328,134895.667,6517.889569,2183.859026
HW01,7170.071389,3914.653454,5067.332979,7167.064008,7454.880374,6011.335558
HW02,5214.139736,3354.438517,5657.886392,6083.793711,7454.880374,5721.17706
HW03,7478.097603,3726.622614,3354.438517,4554.781624,7167.064008,8888.142128
HW04,8726.992748,3170.387105,4103.915537,2558.864999,7167.064008,5721.17706
HW05,10322.6277,3539.86804,941.4156051,2108.584595,4554.781624,4261.554343
HW06,6559.42188,5460.060625,4103.915537,4774.244306,9173.728739,6011.335558
HW07,4485.969635,4103.915537,2806.655955,3228.974531,8888.142128,4261.554343
HW08,6559.42188,5067.332979,3914.653454,6083.793711,6590.133557,9743.931799
HW09,3914.653454,3726.622614,2806.655955,5866.322346,6011.335558,4847.315232
HW10,3078.896085,2806.655955,4872.485151,3451.152484,8315.942193,3377.153379
HW11,4485.969635,3914.653454,1258.977261,2782.879752,6300.979262,7454.880374
HW12,6106.399863,3726.622614,6660.682124,2782.879752,7454.880374,6590.133557
HW13,6711.390716,3539.86804,1587.873057,730.8152129,5721.17706,5721.17706
HW14,5067.332979,2273.04561,4872.485151,1654.707322,2484.035699,6590.133557
HW15,4630.404923,5856.653297,3726.622614,1654.707322,9173.728739,4554.781624
HW16,3354.438517,1422.135573,2987.771737,5212.074645,8315.942193,4847.315232
LW01,53110.214,1883.536669,1755.989963,9743.931799,6300.979262,4847.315232
LW02,89518.52382,6407.928295,2987.771737,42579.84318,5430.475662,6590.133557
LW03,51301.82917,4198.995146,4678.686857,11659.72226,730.8152129,4847.315232
LW04,38318.7446,1883.536669,3539.86804,4554.781624,3228.974531,8315.942193
LW05,39090.56232,4775.452889,5067.332979,5648.553772,2782.879752,5430.475662
LW06,67030.93727,4198.995146,6863.826931,5430.475662,3451.152484,3377.153379
LW07,25365.98115,5657.886392,5657.886392,3893.965628,6734.534456,5721.17706
LW08,51502.34057,457.3677772,3914.653454,5866.322346,7382.965246,4554.781624
LW09,26096.29103,2012.264366,4294.367171,8673.730867,4334.928884,6011.335558
LW10,62273.88456,10484.13765,5657.886392,9957.437716,2558.864999,5430.475662
LW11,58993.20899,5806.874641,8307.812915,8459.124327,494.2737652,6011.335558
LW12,37356.92819,5657.886392,7272.551554,10809.81467,4774.244306,5139.20007
OWW01,42784.4597,10970.67816,7478.097603,30165.20195,5430.475662,4261.554343
OWW02,20336.84905,11296.67764,7684.411542,9530.253536,7598.634315,5721.17706
OWW03,11788.06654,6559.42188,4678.686857,8244.317181,4774.244306,1578.64366
OWW04,14285.28589,5806.874641,3539.86804,6517.889569,2558.864999,652.3354368
OWW05,14792.27452,7323.865226,4872.485151,8029.303812,3893.965628,3967.581932
OWW06,19455.20933,7632.761904,6056.337933,9102.363163,5648.553772,6300.979262
OWW07,35634.12226,8412.345192,4872.485151,21301.7005,4114.66479,5721.17706
OWW08,101290.6941,40640.37526,15756.32314,30779.64221,9316.398776,5139.20007
OWW09,371380.3104,73936.36031,22772.76579,216722.2103,8459.124327,6590.133557
OWW10,33354.55177,7943.360882,5263.200747,27497.16405,3451.152484,8315.942193
OWW11,8569.473432,3633.082838,4485.969635,6950.923083,4554.781624,2183.859026
OWW12,26829.37895,5214.139736,5657.886392,8029.303812,4993.336162,3967.581932
OWW13,11133.51634,5214.139736,6056.337933,5430.475662,5212.074645,5139.20007
OWW14,20160.09926,14285.28589,5856.653297,4774.244306,6300.979262,4554.781624
OWW15,8099.283359,4775.452889,3914.653454,4114.66479,6083.793711,4554.781624
OWW16,8726.992748,4921.099902,6056.337933,6950.923083,3672.804842,5430.475662
PH01,107027.0005,18928.79545,2627.109787,4993.336162,5212.074645,3967.581932
PH02,555362.7216,28488.69999,5856.653297,8244.317181,5430.475662,6590.133557
PH03,203908.118,17708.24764,4872.485151,9316.398776,3006.231993,5721.17706
PH04,584801.6112,29788.43438,2273.04561,5430.475662,1426.103383,5721.17706
PH05,622586.1764,31095.89479,5657.886392,1426.103383,5648.553772,10028.56875
PH06,196195.6914,7016.722931,5067.332979,9102.363163,5212.074645,4554.781624
PH07,544031.819,39864.449,5856.653297,6950.923083,5212.074645,3967.581932
PH08,549555.1376,36016.01327,5657.886392,9102.363163,4774.244306,4554.781624
PH09,205116.7993,18753.76105,4678.686857,7598.634315,5212.074645,4554.781624
PH10,598478.9059,33733.05576,6660.682124,7598.634315,4774.244306,8029.303812
PH11,634124.1307,31658.54044,3539.86804,8459.124327,1426.103383,6590.133557
PH12,252721.7695,14961.79899,4103.915537,6083.793711,3228.974531,3967.581932
PH13,675155.1818,33354.55177,2273.04561,2108.584595,7814.078284,8315.942193
PH14,692519.1682,32599.29066,3170.387105,7814.078284,4774.244306,3080.544881
PH15,581180.1581,46126.67891,2098.711228,5648.553772,7598.634315,6011.335558
PH16,651342.9797,35062.32464,4294.367171,8888.142128,2558.864999,7167.064008
PH17,602394.5333,31470.84022,4103.915537,11235.06434,6950.923083,6590.133557
PH18,224094.6687,23552.74849,3914.653454,7598.634315,4554.781624,7454.880374
PH19,175674.3091,21579.85604,2273.04561,7382.965246,3006.231993,5430.475662
PH20,565892.5723,26279.30478,3170.387105,5866.322346,5866.322346,4261.554343
PH21,661817.4154,35824.99887,3539.86804,6517.889569,5648.553772,4554.781624
PH22,976256.3525,87145.1478,28365.32787,150182.98,6517.889569,2484.035699
PH24,747554.2372,62685.64541,11079.20088,63256.10474,3672.804842,8602.217309
SAC02,3049151.481,259949.7786,93203.23019,606595.121,20886.49021,11871.8366
SAC03,2915722.738,239584.4325,84780.49231,613381.8305,22959.62459,8029.303812
SAC04,1546385.833,198601.4922,66823.13112,581625.0887,29755.31961,10809.81467
SAC05,2864514.992,370070.2561,78801.94942,529167.6896,124215.1951,9957.437716
SAC06,2793101.127,293440.7627,92768.69478,588605.9114,45812.34027,12930.36827
SAC07,2240437.415,246513.0865,78164.94011,596134.4365,34864.81726,13774.8884
SAC08,1393580.985,210931.8318,74357.77771,509609.2406,23580.194,17344.20594
SAC09,2593649.837,294964.3799,86929.81617,419747.9501,60262.74594,10596.96018
SAC10,2738757.554,256706.2251,93638.04008,583094.9907,31802.71142,15038.13839
SAC11,2614801.346,202700.406,78164.94011,470222.9398,20886.49021,7167.064008
SAC12,2232082.684,228015.2462,90167.29925,623098.5282,32007.17871,11235.06434
SAC13,2571499.92,247257.0218,95816.17434,592095.1781,81510.08613,12295.64968
SAC14,3992582.366,182083.8569,48904.05253,61859.86818,28934.92801,4774.244306
SAC15,1492470.459,127424.3554,51101.42381,134895.667,20055.15085,10596.96018
SAC16,235637.2996,53714.88074,20336.84905,66841.28514,17971.11193,14407.02318
SNG01,25730.78526,6863.826931,9360.879734,32620.2935,6011.335558,8244.317181
SNG02,16843.30779,7891.47828,17534.79225,9957.437716,6011.335558,4774.244306
SP10,11460.15865,3539.86804,5214.139736,4114.66479,6590.133557,6950.923083
SP11,11788.06654,5856.653297,6711.390716,3893.965628,6590.133557,6517.889569
SP12,23913.93068,4872.485151,35824.99887,9957.437716,7167.064008,6083.793711
SP13,5214.139736,3914.653454,8255.613344,8029.303812,7742.28822,7167.064008
SP14,4198.995146,4872.485151,7478.097603,21923.95968,6011.335558,5212.074645
SP15,3773.512494,6458.372853,3914.653454,2334.125101,6300.979262,8029.303812
SP16,7170.071389,3914.653454,4056.486921,7814.078284,7167.064008,7382.965246
SP17,7170.071389,5460.060625,3773.512494,6950.923083,6878.821474,5866.322346
WEL01,708225.9648,38126.11698,3726.622614,10383.9482,3451.152484,4847.315232
WEL02,361439.7154,18229.98941,4485.969635,6517.889569,5212.074645,8029.303812
WEL03,587310.5521,29044.767,5856.653297,6517.889569,5648.553772,7454.880374
WEL04,691663.8097,35443.38399,4678.686857,11022.51499,6300.979262,4847.315232
WEL05,694515.5608,30721.56051,3914.653454,8888.142128,6950.923083,4261.554343
WEL06,732018.273,34112.13568,3726.622614,6517.889569,4993.336162,6300.979262
WEL07,646255.5204,27380.98446,787.6816644,5430.475662,3006.231993,6011.335558
WEL08,601555.1793,42198.23352,5657.886392,17971.11193,4774.244306,8602.217309
WEL09,707368.0036,32410.84287,2449.210834,6517.889569,3451.152484,6878.821474
WEL10,248249.4072,16327.19715,2449.210834,6517.889569,3228.974531,6590.133557
WEL11,613040.0047,31846.39147,3539.86804,6517.889569,4334.928884,4554.781624
WEL12,629899.6023,20160.09926,4678.686857,11022.51499,4774.244306,4554.781624
WEL13,571167.4941,21936.81417,1422.135573,12507.35358,4554.781624,2183.859026
WEL14,695656.7057,30161.21686,4294.367171,8459.124327,4993.336162,6878.821474
WEL15,632997.2161,28488.69999,3354.438517,7382.965246,3006.231993,5430.475662
WEL16,609675.5513,37549.02615,3914.653454,6083.793711,3006.231993,11730.44269
WEL17,663518.099,35252.7846,5067.332979,4334.928884,4993.336162,8315.942193
WEL18,206084.4395,8569.473432,1755.989963,4774.244306,3672.804842,3672.804842
WEL19,576170.8812,30908.65092,1422.135573,3893.965628,5648.553772,3080.544881
WEL20,619495.525,31283.29145,4294.367171,10596.96018,5430.475662,3672.804842
WEL22,644560.9029,32034.39264,5460.060625,6300.979262,4114.66479,7742.28822
WEL23,605473.5182,33354.55177,5263.200747,4993.336162,2334.125101,5139.20007
WEL24,649081.2199,48704.94402,5263.200747,8888.142128,2782.879752,7454.880374
WEL25,148506.6885,17881.93339,7478.097603,27085.87176,5430.475662,8315.942193
WEL26,215794.3551,19983.55903,3539.86804,31393.63131,3672.804842,5139.20007
WF01,11623.95604,5361.508347,5263.200747,9530.253536,4554.781624,2484.035699
WF02,7632.761904,2806.655955,2098.711228,4334.928884,3006.231993,6878.821474
WF04,7016.722931,3914.653454,3170.387105,5648.553772,3451.152484,4847.315232
WF05,31095.89479,27565.18935,17361.56887,13563.94167,4774.244306,6590.133557
WF06,14961.79899,8884.89798,6660.682124,6950.923083,2108.584595,6300.979262
WF07,25730.78526,19455.20933,10645.9852,13774.8884,1882.150821,6590.133557
WGP01,52305.44074,21936.81417,9148.917406,18388.60072,5430.475662,3967.581932
WGP02,26096.29103,17188.57919,10000.63605,15878.11809,4993.336162,8888.142128
WGP03,333133.1704,93420.60088,19924.75909,155201.4446,4993.336162,3967.581932
WGP04,83494.41871,32599.29066,14848.7536,27291.54642,6517.889569,2484.035699
WGP05,38126.11698,24457.08921,10862.3006,21301.7005,10383.9482,10028.56875
WGP06,44549.633,21758.23599,8726.992748,18597.21386,4554.781624,3967.581932
WGP07,55534.38923,13111.85481,6660.682124,21094.13296,3006.231993,4261.554343
WGP08,47711.0603,16843.30779,13501.48048,20263.10262,3893.965628,9173.728739
WGP09,102830.8628,36781.43826,18288.0868,21716.6131,3672.804842,5139.20007
WGP10,10645.9852,86069.2129,12392.43325,7598.634315,4114.66479,10028.56875
WGP11,21758.23599,19455.20933,4485.969635,14407.02318,4554.781624,4554.781624
WGP12,25548.29504,66615.41242,10862.3006,12930.36827,4334.928884,1578.64366
WGP13,41223.64128,24638.50742,11296.67764,19847.11968,6734.534456,6300.979262
WGP14,13278.64799,9360.879734,6863.826931,9102.363163,3451.152484,2484.035699
WGP15,14792.27452,4485.969635,6056.337933,8888.142128,3228.974531,5139.20007
WGP16,10970.67816,2537.949228,5263.200747,7382.965246,4774.244306,7167.064008
WGP17,11952.48698,6863.826931,4103.915537,8888.142128,4993.336162,5721.17706
WGP18,7787.851729,1381.09559,3539.86804,10596.96018,730.8152129,3967.581932
WGP19,24638.50742,6863.826931,5460.060625,15458.33826,2108.584595,4554.781624
WGP20,29230.44483,9360.879734,4103.915537,19222.54076,6734.534456,4554.781624
WiW01,30908.65092,17188.57919,9043.184116,10596.96018,5212.074645,4993.336162
WiW02,21758.23599,7787.851729,7632.761904,8888.142128,5430.475662,5212.074645
WiW03,18055.84785,11623.95604,6559.42188,8673.730867,4334.928884,2782.879752
WiW04,26645.84961,8255.613344,5214.139736,7814.078284,4554.781624,2782.879752
WiW05,124255.4244,5214.139736,6106.399863,8459.124327,6300.979262,1882.150821
WiW06,41418.31264,15471.92674,11623.95604,12083.81153,5648.553772,6083.793711
WiW07,53513.22223,20513.80708,6711.390716,20055.15085,2334.125101,8244.317181
WiW08,38511.50343,32599.29066,7787.851729,10383.9482,7814.078284,4554.781624
WiW09,26096.29103,8099.283359,7943.360882,8459.124327,3006.231993,5866.322346
WiW10,87791.57458,5509.427505,5806.874641,12507.35358,3893.965628,4993.336162
WiW11,17188.57919,6863.826931,4630.404923,6300.979262,3672.804842,4774.244306
WiW12,93855.54766,5509.427505,3216.267682,6300.979262,5430.475662,2782.879752
WiW13,1583641.274,3914.653454,29044.767,4993.336162,1882.150821,3006.231993
WiW14,145501.5154,8412.345192,7787.851729,17553.26582,4334.928884,6083.793711
WiW15,372166.6435,63510.26499,25548.29504,124798.6134,6300.979262,8888.142128
WiW16,60015.83158,15984.34235,9201.84628,18597.21386,4114.66479,6083.793711
WiW17,90383.69848,11296.67764,11952.48698,14196.42726,6734.534456,5648.553772
WiW18,1397029.632,60630.54212,25730.78526,102748.9287,4774.244306,7814.078284
WiW19,91900.45113,8099.283359,4921.099902,13774.8884,2108.584595,6083.793711
WiW20,41029.09431,5067.332979,4198.995146,6734.534456,4334.928884,3672.804842
WiW21,87791.57458,7787.851729,6711.390716,7167.064008,2558.864999,5648.553772
WiW22,31658.54044,5806.874641,4921.099902,8244.317181,4334.928884,6083.793711
WiW23,347377.235,26829.37895,10484.13765,13563.94167,4774.244306,6517.889569
WiW24,42003.06883,9840.162338,7478.097603,8459.124327,2782.879752,7382.965246
WiW25,25548.29504,9680.042191,7323.865226,9316.398776,7167.064008,6300.979262
WiW26,70786.18304,10322.6277,6863.826931,15668.27992,3006.231993,5648.553772
WiW27,19104.04928,2671.845075,4630.404923,9316.398776,2558.864999,7814.078284
WiW28,14285.28589,5509.427505,3773.512494,7598.634315,4993.336162,6083.793711
WiW29,36781.43826,33165.51722,10645.9852,19847.11968,4334.928884,8888.142128
WiW30,20513.80708,10322.6277,4342.161349,7814.078284,6083.793711,4114.66479
WiW31,35062.32464,8255.613344,7323.865226,7382.965246,1882.150821,5866.322346
WiW32,43371.77549,9043.184116,9360.879734,8029.303812,5430.475662,9743.931799
WiW33,23733.24656,54118.50517,6256.918129,10596.96018,13352.87412,7167.064008
